City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,codrington,-38.2667,141.9667,288.15,62,99,3.67,AU,1712875638
365,kulhudhuffushi,6.6221,73.07,302.69,75,38,3.4,MV,1712875638
366,kapit,2.0167,112.9333,296.85,98,45,0.5,MY,1712875639
367,port saint john's,-31.6229,29.5448,288.33,65,8,5.81,ZA,1712875562
368,vernon,50.2581,-119.2691,288.87,40,100,1.54,CA,1712875505
369,klyuchi,52.2667,79.1667,270.4,71,77,3.47,RU,1712875641
370,melfort,52.8667,-104.6177,278.22,60,48,2.06,CA,1712875641
371,antalaha,-14.9003,50.2788,297.93,93,29,1.51,MG,1712875642
372,singaparna,-7.3515,108.111,296.06,99,100,0.54,ID,1712875642
373,hadibu,12.65,54.0333,300.11,78,95,2.1,YE,1712875507
374,kariong,-33.44,151.3011,291.54,68,6,0.45,AU,1712875644
375,gunjur,13.2019,-16.7339,295.19,83,0,3.6,GM,1712875644
376,quellon,-43.1167,-73.6167,282.34,73,0,2.11,CL,1712875641
377,timbiqui,2.7717,-77.6654,299.94,83,76,1.65,CO,1712875645
378,vlahita,46.35,25.5167,284.15,85,42,1.63,RO,1712875646
379,el porvenir,13.7617,-87.3458,308.78,29,50,1.68,HN,1712875647
380,taroa,8.7058,171.2275,300.57,81,92,8.11,MH,1712875647
381,nagqu,31.5,92.0,271.02,53,100,3.23,CN,1712875463
382,bangkalan,-7.0455,112.7351,298.12,89,100,2.77,ID,1712875648
383,gamba,-2.65,10.0,299.71,88,96,1.64,GA,1712875649
384,katsuura,35.1333,140.3,287.47,88,100,5.84,JP,1712875649
385,kirkwall,58.9848,-2.9587,284.18,82,20,6.17,GB,1712875650
386,korem,12.5058,39.5228,288.38,76,7,1.96,ET,1712875651
387,pelotas,-31.7719,-52.3425,293.16,64,75,3.6,BR,1712875356
388,embi,48.8264,58.1442,279.99,71,50,2.24,KZ,1712875652
389,tena,-0.9833,-77.8167,296.24,97,91,0.82,EC,1712875652
390,undurkhaan,47.3194,110.6556,279.49,54,42,3.95,MN,1712875653
391,lufkin,31.3382,-94.7291,298.1,31,0,5.66,US,1712875637
392,touros,-5.1989,-35.4608,299.95,83,99,3.11,BR,1712875654
393,puerto armuelles,8.2833,-82.8667,306.14,71,99,1.34,PA,1712875655
394,corner brook,48.9667,-57.9484,279.24,77,20,1.77,CA,1712875655
395,hotan,37.0997,79.9269,289.43,19,17,3.21,CN,1712875656
396,haiku-pauwela,20.9219,-156.3051,300.16,70,20,7.2,US,1712875475
397,bandar-e lengeh,26.5579,54.8807,300.65,56,81,3.46,IR,1712875657
398,poronaysk,49.2167,143.1167,280.81,70,42,3.23,RU,1712875504
399,bambanglipuro,-7.95,110.2833,297.9,94,100,1.26,ID,1712875659
400,amahai,-3.3333,128.9167,300.03,79,93,1.51,ID,1712875486
401,lander,42.833,-108.7307,290.6,17,0,3.09,US,1712875660
402,shumikha,55.2261,63.2961,279.28,80,99,7.45,RU,1712875660
403,sona,45.4388,10.8255,287.31,82,0,1.54,IT,1712875661
404,i-n-salah,27.1935,2.4607,295.19,24,0,6.85,DZ,1712875661
405,guarapari,-20.6667,-40.4975,300.87,86,11,0.8,BR,1712875535
406,tsaratanana,-16.7833,47.65,296.73,94,99,0.74,MG,1712875663
407,carbonear,47.7332,-53.2148,276.56,71,0,4.94,CA,1712875663
408,tazacorte,28.629,-17.9293,296.69,46,100,4.63,ES,1712875515
409,kroya,-7.6331,109.2461,298.12,88,100,1.73,ID,1712875664
410,phnom penh,11.5625,104.916,302.1,70,40,2.57,KH,1712875641
411,acarau,-2.8856,-40.12,299.8,86,98,3.42,BR,1712875448
412,katima mulilo,-17.5,24.2667,294.99,59,100,2.12,NA,1712875666
413,coyhaique,-45.5752,-72.0662,287.49,44,0,2.06,CL,1712875477
414,aykhal,66.0,111.5,247.35,99,100,2.6,RU,1712875551
415,borzya,50.3833,116.5167,279.06,75,21,3.57,RU,1712875457
416,gwanda,-20.9333,29.0,289.53,83,94,6.26,ZW,1712875668
417,acajutla,13.5928,-89.8275,303.07,71,92,2.96,SV,1712875669
418,isla vista,34.4133,-119.861,300.56,59,1,1.74,US,1712875669
419,puerto maldonado,-12.6,-69.1833,304.37,70,40,3.6,PE,1712875620
420,peterhead,57.5058,-1.7981,286.37,96,100,7.36,GB,1712875670
421,mungwi,-10.1732,31.3694,290.26,98,100,1.02,ZM,1712875671
422,ta`u,-14.2336,-169.5144,302.13,78,5,4.6,AS,1712875512
423,hammerfest,70.6634,23.6821,274.4,86,100,3.6,NO,1712875672
424,keetmanshoop,-26.5833,18.1333,292.66,30,0,3.6,NA,1712875673
425,watford city,47.8022,-103.2832,286.01,26,0,3.6,US,1712875440
426,fengxiang,47.5833,130.8333,285.35,66,33,3.68,CN,1712875674
427,teykovo,56.858,40.5369,282.07,67,64,3.21,RU,1712875674
428,akureyri,65.6835,-18.0878,275.11,80,75,4.12,IS,1712875480
429,harper,4.375,-7.7169,299.8,84,100,2.85,LR,1712875675
430,yokadouma,3.5167,15.05,294.31,97,97,0.96,CM,1712875676
431,san carlos,9.6612,-68.5827,306.92,29,3,0.79,VE,1712875677
432,kamina,-8.7386,24.9906,292.19,95,98,1.03,CD,1712875677
433,cabo san lucas,22.8909,-109.9124,301.27,40,40,3.6,MX,1712875418
434,san juan,-31.5375,-68.5364,286.46,54,33,4.61,AR,1712875426
435,san antonio de pale,-1.4014,5.6325,300.79,77,100,2.53,GQ,1712875467
436,pandan,14.0453,124.1694,299.51,87,92,3.87,PH,1712875680
437,inirida,3.8653,-67.9239,301.96,71,86,1.64,CO,1712875680
438,dudinka,69.4058,86.1778,243.53,100,85,3.58,RU,1712875489
439,karratha,-20.7377,116.8463,300.43,71,64,1.87,AU,1712875663
440,myitkyina,25.3833,97.4,295.94,38,100,1.09,MM,1712875682
441,kenai,60.5544,-151.2583,275.2,97,100,3.09,US,1712875682
442,kargasok,59.0556,80.8572,259.24,93,15,1.79,RU,1712875683
443,belomorsk,64.5232,34.7668,275.43,82,12,5.09,RU,1712875684
444,suva,-18.1416,178.4415,301.86,84,75,0.0,FJ,1712875632
445,yoloten,37.2989,62.3597,293.56,35,79,4.28,TM,1712875685
446,sittwe,20.15,92.9,298.04,60,0,2.4,MM,1712875686
447,mahajanga,-15.7167,46.3167,300.16,89,20,1.54,MG,1712875686
448,saranac lake,44.3295,-74.1313,286.57,85,93,4.68,US,1712875687
449,bathsheba,13.2167,-59.5167,301.49,74,20,7.2,BB,1712875499
450,angaur state,6.906,134.13,301.22,74,68,5.69,PW,1712875510
451,okhotsk,59.3833,143.3,270.05,91,85,1.99,RU,1712875690
452,sultanah,24.4926,39.5857,298.4,14,0,1.54,SA,1712875690
453,siguiri,11.6667,-9.5,304.98,34,75,0.74,GN,1712875691
454,aitape,-3.1374,142.3475,300.13,88,68,1.29,PG,1712875692
455,page,36.9147,-111.4558,297.03,14,0,2.68,US,1712875693
456,opuwo,-18.0607,13.84,293.97,50,38,0.39,NA,1712875693
457,phan rang-thap cham,11.5667,108.9833,297.78,78,45,1.75,VN,1712875694
458,porto novo,6.4965,2.6036,303.05,78,78,4.67,BJ,1712875695
459,usinsk,65.9939,57.5281,274.86,99,100,10.28,RU,1712875482
460,elko,41.0002,-115.5012,294.35,23,3,3.58,US,1712875696
461,manicore,-5.8092,-61.3003,298.57,97,100,0.38,BR,1712875696
462,bais,9.5911,123.1228,300.14,76,100,2.34,PH,1712875697
463,pader palwo,2.8006,33.135,294.45,77,46,2.2,UG,1712875697
464,kerman,30.2832,57.0788,288.07,51,0,3.09,IR,1712875698
465,mugia,43.1041,-9.2179,288.1,72,100,2.2,ES,1712875699
466,chu,43.5983,73.7614,283.99,67,100,4.58,KZ,1712875558
467,freeport,40.6576,-73.5832,289.14,90,100,8.75,US,1712875701
468,inhambane,-23.865,35.3833,295.21,68,99,5.57,MZ,1712875702
469,caraballeda,10.6112,-66.8522,304.19,89,40,2.06,VE,1712875703
470,kabarnet,0.4919,35.743,288.64,87,82,0.51,KE,1712875704
471,praia da vitoria,38.7333,-27.0667,289.29,94,75,3.14,PT,1712875473
472,gualeguay,-33.1416,-59.3097,287.27,76,70,3.66,AR,1712875705
473,eirunepe,-6.6603,-69.8736,298.61,91,92,0.9,BR,1712875508
474,beledweyne,4.7358,45.2036,302.65,54,99,6.02,SO,1712875706
475,sumoto,34.35,134.9,288.15,83,100,0.45,JP,1712875707
476,mtimbira,-8.7833,36.35,295.86,97,98,1.08,TZ,1712875707
477,midvagur,62.0511,-7.1939,280.61,93,100,5.14,FO,1712875708
478,taulaga,-11.0553,-171.0883,302.66,76,28,4.38,AS,1712875708
479,sandnessjoen,66.0217,12.6316,276.21,81,75,0.51,NO,1712875494
480,pangody,65.85,74.4859,257.72,80,100,11.3,RU,1712875710
481,guntakal junction,15.1667,77.3833,299.49,62,13,5.09,IN,1712875710
482,kavieng,-2.5744,150.7967,300.81,78,99,1.63,PG,1712875711
483,sonoita,31.85,-112.8333,303.53,9,0,4.45,MX,1712875576
484,nikol'sk,53.7189,46.0712,285.14,91,100,2.26,RU,1712875712
485,rongelap,11.1635,166.8941,300.06,79,100,8.8,MH,1712875712
486,alta,69.9689,23.2717,274.74,83,100,5.14,NO,1712875713
487,leopold,-38.1833,144.4667,286.4,90,100,5.66,AU,1712875714
488,mantua,45.1667,10.7833,288.14,88,4,0.45,IT,1712875714
489,corn island,12.1694,-83.0418,300.81,84,49,8.14,NI,1712875715
490,greenville,35.6127,-77.3663,295.24,83,100,10.8,US,1712875715
491,oppdal,62.5943,9.6912,275.65,77,28,6.25,NO,1712875716
492,oudewater,52.025,4.8681,287.17,92,100,0.45,NL,1712875717
493,shizuishan,39.2333,106.7694,286.65,28,3,2.25,CN,1712875718
494,tahoua,14.8888,5.2692,305.66,13,97,2.48,NE,1712875719
495,cestos city,5.46,-9.5828,300.6,84,70,2.73,LR,1712875720
496,luziania,-16.2525,-47.9503,296.98,87,58,0.84,BR,1712875721
497,rawson,-43.3002,-65.1023,287.7,45,100,7.19,AR,1712875721
498,zabol,32.25,67.25,288.9,41,83,1.44,AF,1712875722
499,ar ruseris,11.8659,34.3869,304.21,13,7,4.64,SD,1712875722
500,ellsworth,44.5434,-68.4195,280.53,97,100,4.63,US,1712875723
501,gorontalo,0.5412,123.0595,297.9,84,97,1.32,ID,1712875724
502,pechora,65.1472,57.2244,274.18,98,100,9.83,RU,1712875506
503,kismayo,-0.3582,42.5454,302.09,77,37,3.36,SO,1712875469
504,jaisalmer,26.9147,70.9181,302.93,19,39,0.94,IN,1712875726
505,verkhnevilyuysk,63.4453,120.3167,254.39,92,66,2.41,RU,1712875727
506,port hedland,-20.3167,118.5667,294.18,94,0,1.54,AU,1712875465
507,mecca,21.4267,39.8261,298.25,36,86,2.21,SA,1712875568
508,laojunmiao,39.8333,97.7333,281.13,27,6,1.95,CN,1712875729
509,ust'-uda,54.1742,103.0304,272.69,90,100,1.21,RU,1712875730
510,laayoune,27.1622,-13.2032,298.34,38,0,9.77,EH,1712875730
511,songjianghe,42.1859,127.479,283.08,63,29,3.82,CN,1712875731
512,yeniseysk,58.4497,92.1703,263.49,92,99,2.58,RU,1712875731
513,bori,4.6737,7.362,300.87,82,88,3.81,NG,1712875733
514,melilla,35.2937,-2.9383,290.36,63,0,2.57,ES,1712875506
515,langzhong,31.5504,105.9938,289.38,88,22,1.16,CN,1712875734
516,diu,20.7141,70.9822,296.99,80,11,3.71,IN,1712875735
517,dabwali,29.95,74.7333,297.26,23,64,3.27,IN,1712875735
518,puerto aysen,-45.4,-72.7,279.12,92,0,0.36,CL,1712875437
519,selfoss,63.9331,-20.9971,275.95,98,100,2.9,IS,1712875492
520,serafimovich,49.5786,42.736,289.05,48,62,6.08,RU,1712875737
521,port blair,11.6667,92.75,301.17,89,8,0.51,IN,1712875715
522,boundiali,9.5217,-6.4869,300.14,65,64,0.43,CI,1712875738
523,saldanha,-33.0117,17.9442,290.18,60,7,5.38,ZA,1712875739
524,launceston,-41.45,147.1667,283.95,87,79,2.06,AU,1712875661
525,berlin,52.5244,13.4105,288.14,76,100,2.68,DE,1712875630
526,kongsvinger,60.1905,11.9977,281.52,82,15,2.5,NO,1712875740
527,siwa oasis,29.2041,25.5195,293.03,46,0,4.51,EG,1712875741
528,at taj,24.2049,23.2857,294.01,20,100,4.0,LY,1712875468
529,egilsstadir,65.2653,-14.3948,273.1,100,100,2.57,IS,1712875742
530,banjarmasin,-3.3244,114.591,298.0,93,99,1.28,ID,1712875743
531,wamba,8.9333,8.6,302.43,23,39,1.34,NG,1712875568
532,beidaihehaibin,39.8222,119.5181,285.26,78,3,3.96,CN,1712875744
533,nema,57.5067,50.5011,278.98,87,0,4.4,RU,1712875467
534,gubkin,51.2817,37.5458,291.14,66,100,3.58,RU,1712875694
535,tymovskoye,50.8456,142.655,275.66,81,46,2.51,RU,1712875746
536,kapustin yar,48.5831,45.7372,290.19,61,3,3.18,RU,1712875746
537,tughyl,47.7252,84.2063,275.19,99,100,5.67,KZ,1712875747
538,patong,7.8961,98.2966,298.23,75,28,5.37,TH,1712875748
539,greymouth,-42.4667,171.2,285.35,86,77,5.14,NZ,1712875663
540,el calafate,-50.3408,-72.2768,280.13,63,2,2.21,AR,1712875749
541,san jose de guanipa,8.8872,-64.1651,307.06,30,5,4.38,VE,1712875749
542,walvis bay,-22.9575,14.5053,289.96,82,5,2.83,NA,1712875507
543,revda,56.801,59.9303,281.52,86,100,7.87,RU,1712875750
544,mirny,62.5353,113.9611,250.5,99,98,1.34,RU,1712875751
545,kolonia,50.9333,6.95,287.75,82,100,0.51,DE,1712875512
546,zanjan,36.6736,48.4787,277.71,81,100,3.72,IR,1712875752
547,duong dong,10.2167,103.9667,301.15,78,40,3.09,VN,1712875753
548,rio san juan,19.6439,-70.0763,298.12,83,49,6.36,DO,1712875753
549,pitkyaranta,61.5734,31.4792,277.88,99,100,4.3,RU,1712875754
550,levuka,50.1834,-105.4011,285.0,22,20,3.6,CA,1712875754
